hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum
210049,44190,MD,210049,UMD UPPER CHESAPEAKE MEDICAL CENTER,500 UPPER CHESAPEAKE DRIVE,BEL AIR,21014,Short Term,24025,TRUE,231.4,230.9,169.9,144.4,144.4,46.6,39.1,0,0,169.9,30,30,25,25,10.1,9.4,0,0,0,1620,1616,1189,1011,1011,326,274,0,0,1189,210,210,175,175,71,66,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,42,0,-999999,6,-999999,5,10,8,9,0,0,77,25,0,0,-999999,4,-999999,5,8,-999999,0,0,819,0
210048,44190,MD,210048,HOWARD COUNTY GENERAL HOSPITAL,5755 CEDAR LANE,COLUMBIA,21044,Short Term,24027,TRUE,383,341,341,221.6,205,45.6,45.6,0,0,383,58,33,39.9,24.3,12.6,12.6,0,0,0,2681,2387,2387,1551,1435,319,319,0,0,2681,406,231,279,170,88,88,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,34,0,-999999,-999999,-999999,6,8,-999999,8,0,0,334,61,-999999,6,10,4,7,8,12,13,0,0,962,0
210030,44190,MD,210030,UMD SHORE MEDICAL CTR AT CHESTERTOWN,100 BROWN STREET,CHESTERTOWN,21620,Short Term,24029,FALSE,30,30,10.7,8.7,8.7,-999999,-999999,0,0,10.7,-999999,-999999,-999999,-999999,0,0,0,0,0,210,210,75,61,61,25,13,0,0,75,7,7,-999999,-999999,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,-999999,0,-999999,-999999,0,0,0,7,0,0,0,0,-999999,-999999,-999999,-999999,0,0,211,0
210018,44190,MD,210018,MEDSTAR MONTGOMERY MEDICAL CENTER,18101 PRINCE PHILIP DRIVE,OLNEY,20832,Short Term,24031,TRUE,207,185,123.1,116.9,114.4,51,37.6,0,0,126.3,20.3,20.3,8.4,8.4,7.6,6.9,0,0,0,1449,1295,862,818,801,357,263,0,0,884,142,142,59,59,53,48,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,28,0,-999999,-999999,-999999,7,6,7,-999999,0,0,245,76,0,-999999,-999999,-999999,12,11,17,27,0,-999999,482,0
210004,44190,MD,210004,HOLY CROSS HOSPITAL,1500 FOREST GLEN ROAD,SILVER SPRING,20910,Short Term,24031,TRUE,452,402,378,325.3,288.1,101.9,97.1,0,0,428,120,70,95.4,59.3,45.6,44.6,0,0,0,3164,2814,2646,2277,2017,713,680,0,0,2996,840,490,668,415,319,312,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,69,0,5,9,0,11,20,14,10,0,0,194,-999999,0,0,0,0,0,0,0,-999999,0,-999999,998,0
210065,44190,MD,210065,HOLY CROSS GERMANTOWN HOSPITAL,19801 OBSERVATION DRIVE,GERMANTOWN,20876,Short Term,24031,TRUE,110,102,91,74.9,73.6,21.9,21.9,0,0,99,23,15,9.3,8,4.6,4.6,0,0,0,770,714,637,524,515,153,153,0,0,693,161,105,65,56,32,32,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,28,0,-999999,0,7,5,5,6,-999999,0,0,68,5,0,0,0,0,-999999,-999999,-999999,0,0,0,486,0
210022,44190,MD,210022,SUBURBAN HOSPITAL,8600 OLD GEORGETOWN ROAD,BETHESDA,20814,Short Term,24031,TRUE,261.9,256.9,240.9,206.1,205.7,30.9,30.6,0,0,245.9,22.9,22.9,17.1,17.1,7.9,7.7,0,0,0,1833,1798,1686,1443,1440,216,214,0,0,1721,160,160,120,120,55,54,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,30,0,0,-999999,-999999,5,7,4,12,0,0,165,51,0,0,-999999,-999999,5,12,6,25,0,0,675,0
210057,44190,MD,210057,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,9901 MEDICAL CENTER DRIVE,ROCKVILLE,20850,Short Term,24031,TRUE,546,546,431,332.7,331.9,57.1,43.7,0,0,431,36,36,22.3,22.3,10.1,9.3,0,0,0,3822,3822,3017,2329,2323,400,306,0,0,3017,252,252,156,156,71,65,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,36,0,0,-999999,4,7,5,6,11,0,0,415,119,0,7,16,5,20,19,27,25,0,0,1097,0
210016,44190,MD,210016,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,11890 HEALING WAY,SILVER SPRING,20904,Short Term,24033,TRUE,310,310,275,240,240,120.1,100.4,0,0,275,28,28,24.4,24.4,10,9.1,0,0,0,2170,2170,1925,1680,1680,841,703,0,0,1925,196,196,171,171,70,64,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,35,-999999,0,0,6,4,15,4,5,0,0,287,108,0,5,12,7,14,32,20,18,0,0,569,0
210051,44190,MD,210051,DOCTORS'  COMMUNITY HOSPITAL,8118 GOOD LUCK ROAD,LANHAM,20706,Short Term,24033,TRUE,291,291,291,174.6,174.6,52.3,52.3,0,0,291,30.6,30.6,27,27,14.7,14.7,0,0,0,2037,2037,2037,1222,1222,366,366,0,0,2037,214,214,189,189,103,103,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,0,0,5,-999999,-999999,0,0,0,276,7,0,0,0,-999999,0,-999999,-999999,-999999,0,0,806,0
210003,44190,MD,210003,UMD PRINCE GEORGE'S HOSPITAL CTR,3001 HOSPITAL DRIVE,CHEVERLY,20785,Short Term,24033,TRUE,527,527,233,214.9,214.9,107.7,101.6,0,0,233,57.9,57.9,56.1,56.1,31.3,29.6,0,0,0,3689,3689,1631,1504,1504,754,711,0,0,1631,405,405,393,393,219,207,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,91,0,5,-999999,6,17,29,18,13,0,0,443,-999999,0,0,0,0,0,-999999,0,0,0,-999999,1294,0
210060,44190,MD,210060,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,11711 LIVINGSTON ROAD,FORT WASHINGTON,20744,Short Term,24033,TRUE,66,66,49,30,30,16,12.6,0,0,49,16,16,7.3,7.3,4.6,-999999,0,0,0,462,462,343,210,210,112,88,0,0,343,112,112,51,51,32,25,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,0,-999999,0,-999999,-999999,5,-999999,-999999,0,0,112,33,0,0,-999999,6,-999999,11,4,8,0,0,388,0
210062,44190,MD,210062,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,7503 SURRATTS ROAD,CLINTON,20735,Short Term,24033,TRUE,304,296,171.9,158.9,149.6,63.6,49.4,0,0,185.4,23.4,23.4,22.3,22.3,18.3,17,0,0,0,2128,2072,1203,1112,1047,445,346,0,0,1298,164,164,156,156,128,119,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,55,0,-999999,5,-999999,12,13,9,8,-999999,0,416,114,0,8,8,12,15,23,28,20,0,0,826,0
210028,44190,MD,210028,MEDSTAR SAINT MARY'S HOSPITAL,25500 POINT LOOKOUT ROAD,LEONARDTOWN,20650,Short Term,24037,TRUE,190,170,102.7,86.7,80.7,17.6,16.6,0,0,116.7,10.4,10.4,10.3,10.3,6.3,6.3,0,0,0,1330,1190,719,607,565,123,116,0,0,817,73,73,72,72,44,44,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,0,-999999,0,-999999,-999999,10,7,-999999,0,0,257,146,-999999,14,18,17,9,31,30,26,0,-999999,655,0
210037,44190,MD,210037,UMD SHORE MEDICAL CENTER AT EASTON,219 SOUTH  WASHINGTON STREET,EASTON,21601,Short Term,24041,TRUE,149,146.1,76.9,72.6,71.6,21.3,12,-999999,0,80.6,6,6,5.3,5.3,-999999,-999999,0,0,0,1043,1023,538,508,501,149,84,-999999,0,564,42,42,37,37,24,22,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15,0,0,-999999,-999999,0,-999999,5,-999999,-999999,0,5,33,0,-999999,-999999,-999999,4,5,5,10,4,-999999,901,0
210001,44190,MD,210001,MERITUS MEDICAL CENTER,11116 MEDICAL CAMPUS ROAD,HAGERSTOWN,21742,Short Term,24043,TRUE,389,381,259,212.6,211.7,105.1,0,-999999,0,266,28.1,28.1,24.3,24.3,15.4,0,0,0,0,2723,2667,1813,1488,1482,736,0,-999999,0,1862,197,197,170,170,108,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,61,-999999,-999999,4,4,10,11,17,11,0,0,150,35,0,-999999,-999999,6,8,4,10,4,0,0,1068,0
210019,44190,MD,210019,"TIDALHEALTH PENINSULA REGIONAL, INC",100 EAST CARROLL AVENUE,SALISBURY,21801,Short Term,24045,TRUE,472,472,344,260.9,245.3,69.1,48.1,-999999,0,350,87,87,35.3,35.3,11.6,5.7,0,0,0,3304,3304,2408,1826,1717,484,337,-999999,0,2450,609,609,247,247,81,40,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,65,0,0,-999999,-999999,9,20,21,11,0,0,510,15,0,0,-999999,-999999,-999999,5,-999999,-999999,0,-999999,1408,0
210061,44190,MD,210061,ATLANTIC GENERAL HOSPITAL,9733 HEALTHWAY DRIVE,BERLIN,21811,Short Term,24047,TRUE,58,58,58,46,46,19.7,19.7,0,0,58,10,10,5,5,-999999,-999999,0,0,0,406,406,406,322,322,138,138,0,0,406,70,70,35,35,20,20,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,17,0,0,0,-999999,-999999,-999999,4,7,0,0,151,0,0,0,0,0,0,0,0,0,0,0,552,0
210034,44190,MD,210034,MEDSTAR HARBOR HOSPITAL,3001 SOUTH  HANOVER STREET,BALTIMORE,21225,Short Term,24510,TRUE,275,218,154.1,124.9,119,38.3,28.9,-999999,0,177.1,21.3,21.3,16.9,16.9,10.6,10.1,0,0,0,1925,1526,1079,874,833,268,202,-999999,0,1240,149,149,118,118,74,71,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,29,0,-999999,-999999,-999999,6,6,5,5,0,0,247,75,0,9,9,10,13,12,9,12,-999999,-999999,621,0
210002,44190,MD,210002,UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH  GREENE STREET,BALTIMORE,21201,Short Term,24510,TRUE,734.4,734.4,604.4,491.4,491.4,72.1,37.1,0,0,604.4,201.4,201.3,167.9,167.9,26.4,15.7,0,0,0,5141,5141,4231,3440,3440,505,260,0,0,4231,1410,1409,1175,1175,185,110,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,36,0,-999999,-999999,6,8,8,6,-999999,0,0,0,69,-999999,10,-999999,5,15,18,12,5,0,21,1125,0
210009,44190,MD,210009,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH  WOLFE STREET,BALTIMORE,21287,Short Term,24510,TRUE,1046.6,828.6,828.6,821.3,665.1,51.4,49.6,-999999,-999999,1046.6,193.9,114.9,167,102.1,24.4,23.4,0,0,0,7326,5800,5800,5749,4656,360,347,23,23,7326,1357,804,1169,715,171,164,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,46,0,4,5,8,6,9,9,5,0,-999999,566,69,-999999,18,10,5,8,9,8,10,0,17,1249,0
210056,44190,MD,210056,MEDSTAR GOOD SAMARITAN HOSPITAL,5601 LOCH RAVEN BOULEVARD,BALTIMORE,21239,Short Term,24510,TRUE,316,316,186.1,171,171,47.9,41.4,0,0,186.1,16.3,16.3,14.1,14.1,7.4,6.9,-999999,0,0,2212,2212,1303,1197,1197,335,290,0,0,1303,114,114,99,99,52,48,6,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,49,0,-999999,5,4,9,8,12,10,0,0,286,107,0,-999999,8,13,27,15,26,15,0,0,641,0
210012,44190,MD,210012,SINAI HOSPITAL OF BALTIMORE,2401 WEST BELVEDERE AVENUE,BALTIMORE,21215,Short Term,24510,TRUE,472,444,343,310,288.9,73.7,50,-999999,-999999,389,59,35,44.4,30.3,13.7,8.9,-999999,-999999,-999999,3304,3108,2401,2170,2022,516,350,9,-999999,2723,413,245,311,212,96,62,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,29,0,-999999,-999999,6,0,4,9,8,0,-999999,0,53,0,-999999,-999999,-999999,10,18,10,9,-999999,-999999,941,-999999
210029,44190,MD,210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,4940 EASTERN AVENUE,BALTIMORE,21224,Short Term,24510,TRUE,363.3,342.3,341.3,263.4,251.3,31,30.3,0,0,362.3,63.7,53.7,53.3,46.9,9.7,9.4,0,0,0,2543,2396,2389,1844,1759,217,212,0,0,2536,446,376,373,328,68,66,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,37,0,-999999,-999999,4,-999999,9,10,9,0,0,279,74,-999999,5,10,6,10,14,13,15,0,0,834,0
210011,44190,MD,210011,SAINT AGNES HOSPITAL,900 CATON AVENUE,BALTIMORE,21229,Short Term,24510,TRUE,237.1,221.1,189.9,190,176.6,31.9,31.9,-999999,0,205.9,27.7,16.3,27.1,15.7,6,6,0,0,0,1660,1548,1329,1330,1236,223,223,-999999,0,1441,194,114,190,110,42,42,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,44,-999999,-999999,-999999,-999999,8,9,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-999999,1102,0
210038,44190,MD,210038,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,827 LINDEN AVENUE,BALTIMORE,21201,Short Term,24510,TRUE,114,114,55,41.9,41.9,12.6,5.6,0,0,55,16,15.9,15.1,15.1,5.6,-999999,0,0,0,798,798,385,293,293,88,39,0,0,385,112,111,106,106,39,22,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,-999999,-999999,-999999,-999999,-999999,0,0,0,0,0,25,0,0,-999999,-999999,10,9,4,0,0,0,296,0
210068,44190,MD,210068,BALTIMORE CONVENTION CENTER ALTERNATE CARE SITE,1 WEST PRATT STREET,BALTIMORE,21201,Short Term,24510,TRUE,192,192,192,24.3,24.3,24.3,24.3,0,0,192,0,0,0,0,0,0,0,0,0,1344,1344,1344,170,170,170,170,0,0,1344,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,38,0,0,7,6,7,12,-999999,-999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210024,44190,MD,210024,MEDSTAR UNION MEMORIAL HOSPITAL,201 EAST UNIVERSITY PARKWAY,BALTIMORE,21218,Short Term,24510,TRUE,364,364,163.3,143.9,143.9,47.7,40.4,0,0,163.3,26,26,22.9,22.9,11.1,10.1,0,0,0,2548,2548,1143,1007,1007,334,283,0,0,1143,182,182,160,160,78,71,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,42,0,-999999,-999999,-999999,7,11,9,11,0,0,307,107,0,-999999,14,16,8,25,21,20,0,0,653,0
210008,44190,MD,210008,MERCY MEDICAL CENTER INC,301 SAINT PAUL PLACE,BALTIMORE,21202,Short Term,24510,TRUE,170,170,149,96.1,94,16.6,15.7,0,0,149,15,15,4.4,4.4,-999999,-999999,0,0,0,1190,1190,1043,673,658,116,110,0,0,1043,105,105,31,31,11,11,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25,0,-999999,-999999,5,-999999,5,4,5,0,0,149,0,0,0,0,0,0,0,0,0,0,0,711,0
210013,44190,MD,210013,"GRACE MEDICAL CENTER, INC",2000 W BALTIMORE STREET,BALTIMORE,21223,Short Term,24510,TRUE,33,33,8,5,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,231,231,56,35,35,0,0,0,0,56,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0
210027,44183,MD,210027,U P M C WESTERN MARYLAND,12500 WILLOWBROOK ROAD,CUMBERLAND,21502,Short Term,24001,TRUE,195,195,195,160.4,160.4,63.3,62.3,0,0,195,28,28,16.4,16.4,14.7,14.4,0,0,0,1365,1365,1365,1123,1123,443,436,0,0,1365,196,196,115,115,103,101,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,36,0,-999999,-999999,-999999,-999999,4,9,17,0,0,144,0,0,0,0,0,0,0,0,0,0,0,549,0
210023,44183,MD,210023,ANNE ARUNDEL MEDICAL CENTER,2001 MEDICAL PARKWAY,ANNAPOLIS,21401,Short Term,24003,TRUE,439,429,316,292.4,288.1,93.9,79.4,-999999,-999999,326,38,38,25.1,25.1,7.3,7,-999999,0,0,3073,3003,2212,2047,2017,657,556,-999999,-999999,2282,266,266,176,176,51,49,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,96,-999999,4,7,11,17,19,15,20,0,0,74,77,-999999,9,21,-999999,13,5,10,15,0,0,1282,-999999
210043,44183,MD,210043,UMD BALTIMORE WASHINGTON  MEDICAL CENTER,301 HOSPITAL DRIVE,GLEN BURNIE,21061,Short Term,24003,TRUE,357.1,332.1,285.7,319.7,307.7,93.3,67.4,0,0,310.7,43.1,43.1,40.9,40.9,29.9,26.1,0,0,0,2500,2325,2000,2238,2154,653,472,0,0,2175,302,302,286,286,209,183,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,42,0,-999999,4,-999999,-999999,12,9,9,0,-999999,112,0,0,0,0,0,0,0,0,0,0,0,1236,0
210015,44183,MD,210015,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,9000 FRANKLIN SQUARE DRIVE,BALTIMORE,21237,Short Term,24005,TRUE,547,471,363,353.7,330.1,107.6,87.3,-999999,0,396,64,40.7,47.7,37,24.1,21,-999999,-999999,-999999,3829,3297,2541,2476,2311,753,611,5,0,2772,448,285,334,259,169,147,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,102,0,-999999,-999999,4,10,19,33,31,0,0,692,272,-999999,22,22,25,35,60,42,63,-999999,-999999,1256,0
210063,44183,MD,210063,UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,7601 OSLER DRIVE,TOWSON,21204,Short Term,24005,TRUE,169,163.1,144.4,137.4,134.6,40.9,25.1,-999999,0,150.3,18.7,18.7,17.3,17.3,4.3,-999999,0,0,0,1183,1142,1011,962,942,286,176,-999999,0,1052,131,131,121,121,30,24,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,0,0,0,-999999,-999999,9,6,-999999,0,0,0,69,-999999,-999999,5,6,8,8,14,25,0,-999999,672,0
210040,44183,MD,210040,NORTHWEST HOSPITAL CENTER,5401 OLD COURT ROAD,RANDALLSTOWN,21133,Short Term,24005,TRUE,193.9,193.9,144.9,127,127,65.3,51.4,0,0,144.9,28.4,28.4,26.7,26.7,19.4,17.1,0,0,0,1357,1357,1014,889,889,457,360,0,0,1014,199,199,187,187,136,120,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,32,0,-999999,-999999,6,-999999,9,6,6,0,0,0,41,0,-999999,6,0,9,5,9,9,-999999,0,688,0
210039,44183,MD,210039,CALVERTHEALTH MEDICAL CENTER,100 HOSPITAL ROAD,PRINCE FREDERICK,20678,Short Term,24009,TRUE,83.4,83.4,60.3,53,53,12.6,10.7,0,0,60.3,5.7,5.7,4.9,4.9,-999999,-999999,0,0,0,584,584,422,371,371,88,75,0,0,422,40,40,34,34,17,15,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,0,0,0,-999999,-999999,-999999,-999999,-999999,0,0,137,4,0,-999999,-999999,0,0,0,0,0,0,0,535,0
210033,44183,MD,210033,CARROLL HOSPITAL CENTER,200 MEMORIAL AVENUE,WESTMINSTER,21157,Short Term,24013,TRUE,203.3,200.3,160.3,151.1,148.3,49.1,35,0,0,163.3,11,11,11,11,6.3,5.9,-999999,0,0,1423,1402,1122,1058,1038,344,245,0,0,1143,77,77,77,77,44,41,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,31,0,-999999,0,-999999,-999999,5,12,6,0,0,0,65,0,-999999,4,7,6,12,12,19,4,0,626,0
210032,44183,MD,210032,UNION HOSPITAL OF CECIL COUNTY,106 BOW STREET,ELKTON,21921,Short Term,24015,TRUE,92.7,92.7,82.7,66.4,66.4,37.6,33.7,0,0,82.7,10,10,8.9,8.9,5.1,5,0,0,0,649,649,579,465,465,263,236,0,0,579,70,70,62,62,36,35,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,-999999,0,-999999,-999999,-999999,4,6,-999999,0,0,80,17,0,0,0,0,-999999,4,7,4,0,0,529,0
210035,44183,MD,210035,UMD CHARLES REGIONAL  MEDICAL CENTER,5 GARRETT AVENUE,LA PLATA,20646,Short Term,24017,TRUE,150.1,150.1,114.1,89.6,89.6,16.4,16.4,0,0,114.1,8.3,8.3,8,8,-999999,-999999,0,0,0,1051,1051,799,627,627,115,115,0,0,799,58,58,56,56,7,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,-999999,0,-999999,-999999,-999999,4,-999999,-999999,0,0,0,16,0,0,-999999,-999999,-999999,-999999,5,4,0,-999999,784,0
210005,44183,MD,210005,FREDERICK HEALTH HOSPITAL,400 WEST SEVENTH ST,FREDERICK,21701,Short Term,24021,TRUE,324.9,248.1,220,194.1,163.9,50.9,50.9,0,0,287.7,16.3,16.3,16.1,16.1,7.6,7.6,0,0,0,2274,1737,1540,1359,1147,356,356,0,0,2014,114,114,113,113,53,53,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,70,0,-999999,-999999,6,19,9,13,18,0,0,152,0,0,0,0,0,0,0,0,0,0,0,803,0
210017,44183,MD,210017,GARRETT COUNTY MEMORIAL HOSPITAL,251 NORTH  FOURTH STREET,OAKLAND,21550,Short Term,24023,FALSE,36,36,36,27.6,27.6,13.3,13.3,0,0,36,4,4,-999999,-999999,-999999,-999999,0,0,0,252,252,252,193,193,93,93,0,0,252,28,28,24,24,12,12,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,0,0,0,-999999,6,-999999,-999999,0,0,68,0,0,0,0,0,0,0,0,0,0,0,202,0
210049,44183,MD,210049,UMD UPPER CHESAPEAKE MEDICAL CENTER,500 UPPER CHESAPEAKE DRIVE,BEL AIR,21014,Short Term,24025,TRUE,231.1,229.7,163.3,144.1,142.7,49.7,42.6,-999999,-999999,164.7,30,30,20.3,20.3,15.6,14.1,0,0,0,1618,1608,1143,1009,999,348,298,5,-999999,1153,210,210,142,142,109,99,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,33,0,0,-999999,-999999,-999999,7,10,10,0,-999999,95,26,-999999,0,-999999,-999999,4,6,7,5,0,-999999,815,0
